"id","image","groups","path","dimension","active","update"
68,"biryani69.jpg",1,"/assets/images/foodish/biryani/biryani69.jpg",,1,"2022-02-02"
69,"biryani7.jpg",1,"/assets/images/foodish/biryani/biryani7.jpg",,1,"2022-02-02"
70,"biryani70.jpg",1,"/assets/images/foodish/biryani/biryani70.jpg",,1,"2022-02-02"
71,"biryani71.jpg",1,"/assets/images/foodish/biryani/biryani71.jpg",,1,"2022-02-02"
72,"biryani72.jpg",1,"/assets/images/foodish/biryani/biryani72.jpg",,1,"2022-02-02"
73,"biryani73.jpg",1,"/assets/images/foodish/biryani/biryani73.jpg",,1,"2022-02-02"
74,"biryani74.jpg",1,"/assets/images/foodish/biryani/biryani74.jpg",,1,"2022-02-02"
75,"biryani75.jpg",1,"/assets/images/foodish/biryani/biryani75.jpg",,1,"2022-02-02"
76,"biryani76.jpg",1,"/assets/images/foodish/biryani/biryani76.jpg",,1,"2022-02-02"
264,"dosa34.jpg",5,"/assets/images/foodish/dosa/dosa34.jpg",,1,"2022-02-02"
265,"dosa35.jpg",5,"/assets/images/foodish/dosa/dosa35.jpg",,1,"2022-02-02"
266,"dosa36.jpg",5,"/assets/images/foodish/dosa/dosa36.jpg",,1,"2022-02-02"
267,"dosa37.jpg",5,"/assets/images/foodish/dosa/dosa37.jpg",,1,"2022-02-02"
124,"burger44.jpg",2,"/assets/images/foodish/burger/burger44.jpg",,1,"2022-02-02"
125,"burger45.jpg",2,"/assets/images/foodish/burger/burger45.jpg",,1,"2022-02-02"
126,"burger46.jpg",2,"/assets/images/foodish/burger/burger46.jpg",,1,"2022-02-02"
127,"burger47.jpg",2,"/assets/images/foodish/burger/burger47.jpg",,1,"2022-02-02"
128,"burger48.jpg",2,"/assets/images/foodish/burger/burger48.jpg",,1,"2022-02-02"
129,"burger49.jpg",2,"/assets/images/foodish/burger/burger49.jpg",,1,"2022-02-02"
130,"burger5.jpg",2,"/assets/images/foodish/burger/burger5.jpg",,1,"2022-02-02"
131,"burger50.jpg",2,"/assets/images/foodish/burger/burger50.jpg",,1,"2022-02-02"
193,"butter-chicken6.jpg",3,"/assets/images/foodish/butter-chicken/butter-chicken6.jpg",,1,"2022-02-02"
194,"butter-chicken7.jpg",3,"/assets/images/foodish/butter-chicken/butter-chicken7.jpg",,1,"2022-02-02"
195,"butter-chicken8.jpg",3,"/assets/images/foodish/butter-chicken/butter-chicken8.jpg",,1,"2022-02-02"
196,"butter-chicken9.jpg",3,"/assets/images/foodish/butter-chicken/butter-chicken9.jpg",,1,"2022-02-02"
390,"idly71.jpg",6,"/assets/images/foodish/idly/idly71.jpg",,1,"2022-02-02"
391,"idly72.jpg",6,"/assets/images/foodish/idly/idly72.jpg",,1,"2022-02-02"
183,"butter-chicken17.jpg",3,"/assets/images/foodish/butter-chicken/butter-chicken17.jpg",,1,"2022-02-02"
